timestamp_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
365.742733,-0.044922,-1.742188,10.397461,1.452637,-2.826172,-11.637451
365.752054,-0.221680,-1.807617,10.309570,1.785156,-2.922363,-11.751221
365.761374,0.057617,-1.566406,10.155273,2.301270,-3.018555,-11.628906
365.770695,-0.028320,-1.395508,10.402344,2.590088,-3.044922,-11.742676
365.780015,0.115234,-1.520508,10.123047,2.826416,-3.193604,-11.812500
365.789335,0.104492,-1.036133,10.100586,3.438965,-3.079834,-11.786377
365.798656,-0.101562,-1.036133,10.099609,3.718750,-3.062256,-11.812500
365.807976,0.378906,-1.144531,9.874023,3.815186,-3.088623,-11.900146
365.817297,0.192383,-0.701172,10.092773,4.313965,-2.861084,-11.646240
365.826617,0.238281,-0.706055,9.867188,4.436279,-2.992432,-11.707520
365.835938,0.299805,-0.821289,9.656250,4.593750,-2.869873,-11.882568
365.845258,0.455078,-0.520508,9.759766,4.987549,-2.659912,-11.698730
365.854578,0.209961,-0.472656,9.852539,4.978760,-2.528564,-11.733887
365.863899,0.505859,-0.330078,9.497070,4.900146,-2.624756,-11.768799
365.873219,0.348633,-0.161133,9.660156,4.733887,-2.274902,-11.593750
365.882540,0.443359,-0.343750,9.488281,4.410156,-2.266113,-11.628906
365.891860,0.604492,-0.106445,9.477539,4.156250,-2.056152,-11.672607
365.901181,0.436523,0.026367,9.461914,3.718750,-1.802490,-11.523926
365.910501,0.545898,-0.021484,9.418945,3.062500,-1.776123,-11.637451
365.919821,0.587891,0.054688,9.289062,2.581299,-1.618652,-11.602539
365.929142,0.537109,0.094727,9.514648,2.187500,-1.321045,-11.471436
365.938462,0.555664,0.104492,9.291992,1.680176,-1.347412,-11.628906
365.947783,0.518555,-0.038086,9.301758,1.260010,-1.119873,-11.620117
365.957103,0.582031,0.178711,9.301758,1.023926,-0.979980,-11.602539
365.966423,0.553711,-0.019531,9.382812,0.577637,-0.892334,-11.733887
365.975744,0.678711,-0.069336,9.286133,0.490234,-0.944824,-11.725098
365.985064,0.512695,-0.108398,9.318359,0.455078,-0.822266,-11.672607
365.994385,0.581055,-0.204102,9.266602,0.280029,-0.796143,-11.891357
366.003705,0.643555,-0.388672,9.272461,0.253906,-0.761230,-11.681396
366.013026,0.544922,-0.252930,9.308594,0.183838,-0.752441,-11.698730
366.022346,0.737305,-0.607422,9.154297,0.078857,-0.857422,-11.690186
366.031666,0.559570,-0.523438,9.267578,0.183838,-0.699951,-11.707520
366.040987,0.660156,-0.437500,9.117188,0.271484,-0.787354,-11.611328
366.050307,0.700195,-0.756836,9.208008,0.218750,-0.717285,-11.532471
366.059628,0.776367,-0.718750,9.235352,0.428955,-0.673584,-11.471436
366.068948,0.570312,-0.611328,9.363281,0.778809,-0.568604,-11.462646
366.078269,0.762695,-0.744141,9.428711,0.848877,-0.577393,-11.541260
366.087589,0.583008,-0.893555,9.542969,1.093750,-0.437256,-11.751221
366.096909,0.417969,-0.580078,9.574219,1.338867,-0.279785,-11.576416
366.106230,0.710938,-0.839844,9.541992,1.417725,-0.192383,-11.602539
366.115550,0.593750,-0.721680,9.669922,1.601318,0.078857,-11.987549
366.124871,0.481445,-0.734375,9.836914,1.811279,0.315186,-11.847656
366.134191,0.601562,-0.599609,9.695312,1.776367,0.350098,-12.013916
366.143512,0.086914,0.204102,10.094727,1.820068,0.735107,-12.092529
366.152832,-0.170898,-0.176758,10.719727,1.067627,0.831299,-11.838867
366.162152,0.374023,0.091797,10.219727,0.131348,0.586426,-12.258789
366.171473,-0.260742,0.224609,10.731445,-0.673584,0.857666,-12.005127
366.180793,-0.343750,0.505859,10.714844,-1.749756,0.551270,-11.996338
366.190114,0.280273,0.190430,10.819336,-3.044922,0.271484,-12.066406
366.199434,0.178711,0.427734,11.274414,-4.086182,0.332520,-11.847656
366.208754,0.237305,0.590820,11.117188,-5.442383,-0.017334,-11.532471
366.218075,0.585938,0.357422,10.807617,-6.536133,-0.516113,-11.558838
366.227395,0.342773,-0.096680,10.682617,-7.157227,-0.603516,-11.453857
366.236716,0.567383,-0.468750,10.051758,-7.104736,-0.752441,-11.410156
366.246036,0.574219,-0.128906,9.982422,-6.483643,-0.612305,-11.541260
366.255357,0.644531,-0.364258,10.337891,-5.844971,-0.402344,-11.261230
366.264677,0.596680,-0.265625,10.137695,-5.144775,-0.253662,-11.191406
366.273997,0.378906,-0.782227,10.251953,-4.138672,-0.183594,-11.156250
366.283318,0.790039,-0.819336,9.952148,-2.992432,-0.288574,-11.348877
366.292638,0.453125,-1.050781,9.924805,-1.784912,0.096436,-11.199951
366.301959,0.571289,-1.089844,9.786133,-0.743652,0.201416,-11.305176
366.311279,0.601562,-0.882812,9.532227,0.026367,0.507568,-11.313721
366.320600,0.745117,-1.210938,9.478516,0.367676,0.936279,-11.270020
366.329920,0.831055,-1.077148,9.367188,0.437500,1.181396,-11.515137
366.339240,0.847656,-1.370117,9.365234,0.323975,1.548828,-11.620117
366.348561,0.808594,-0.891602,9.125977,0.043945,1.942627,-11.655029
366.357881,0.510742,-1.040039,8.985352,-0.419922,2.353760,-11.515137
366.367202,0.815430,-1.063477,8.993164,-0.953613,2.651367,-11.672607
366.376522,0.708008,-0.990234,9.296875,-1.303711,3.097656,-11.515137
366.385843,0.580078,-0.918945,9.322266,-1.776123,3.298828,-11.550049
366.395163,0.896484,-0.834961,8.909180,-2.161133,3.403809,-11.672607
366.404483,0.777344,-0.717773,9.318359,-2.239990,3.867676,-11.515137
366.413804,0.498047,-0.624023,9.417969,-2.406006,3.867676,-11.471436
366.423124,0.617188,-0.733398,8.967773,-2.344971,3.850098,-11.515137
366.432445,0.242188,-0.589844,9.477539,-1.924805,4.156250,-11.278809
366.441765,0.685547,-0.395508,9.219727,-1.636230,3.946289,-11.199951
366.451085,0.765625,-0.427734,9.449219,-1.434814,3.946289,-11.121338
366.460406,0.604492,-0.841797,9.563477,-0.944824,3.727539,-11.007568
366.469726,0.635742,-0.569336,9.424805,-0.314941,3.570068,-11.033936
366.479047,0.292969,-0.421875,9.589844,0.131348,3.570068,-11.068848
366.488367,0.604492,-0.573242,9.479492,0.245117,3.342529,-11.156250
366.497688,0.699219,-0.704102,9.564453,0.393799,3.272705,-11.165039
366.507008,0.612305,-0.265625,9.651367,0.533936,3.255127,-11.051270
366.516328,0.595703,-0.171875,9.626953,0.350098,2.966309,-11.165039
366.525649,-0.118164,-0.257812,10.110352,0.446289,2.887695,-11.060059
366.534969,-0.156250,-0.133789,10.152344,0.665039,2.520020,-10.753906
366.544290,-0.379883,-0.332031,10.294922,1.058838,2.415039,-10.491211
366.553610,-0.305664,-0.747070,10.454102,1.233887,2.030029,-10.316406
366.562931,-0.256836,-0.719727,10.464844,1.732666,1.688965,-10.062500
366.572251,0.220703,-1.165039,10.418945,2.082520,1.286377,-9.975098
366.581571,0.278320,-1.541992,10.877930,2.283936,1.006348,-10.403809
366.590892,0.397461,-2.032227,10.390625,2.773926,0.201416,-10.535156
366.600212,0.444336,-1.807617,10.693359,3.281250,-0.279785,-11.077637
366.609533,0.280273,-1.624023,10.124023,3.193848,-0.603516,-11.497559
366.618853,0.333008,-1.159180,9.564453,3.141357,-0.612305,-11.803711
366.628174,0.649414,-0.946289,9.596680,2.686279,-0.568604,-12.171387
366.637494,0.796875,-1.438477,9.665039,1.898926,-0.481201,-12.556396
366.646814,0.883789,-1.477539,9.884766,2.038818,-0.201172,-12.705078
366.656135,0.638672,-0.775391,9.636719,2.371338,0.096436,-12.880127
366.665455,0.576172,-0.549805,9.558594,2.318848,0.446289,-13.116211
366.674776,0.719727,-0.586914,9.470703,2.248779,0.831299,-12.949951
366.684096,0.598633,-0.300781,9.691406,2.353760,1.347656,-12.731201
366.693416,0.818359,-0.277344,9.550781,2.520020,1.618896,-12.591309
366.702737,0.697266,-0.069336,9.742188,2.782715,2.143799,-12.442627
366.712057,0.933594,0.034180,9.596680,2.992676,2.301270,-12.145020
366.721378,0.800781,-0.013672,9.782227,2.983887,2.782715,-11.628906
366.730698,0.788086,0.103516,9.636719,3.281250,3.018799,-11.165039
366.740019,0.503906,0.263672,9.556641,3.351318,3.298828,-10.981445
366.749339,0.788086,0.096680,9.629883,3.263916,3.473877,-10.709961
366.758659,0.665039,0.139648,9.837891,3.298828,3.850098,-10.360107
366.767980,0.832031,0.247070,9.755859,3.106445,3.832520,-10.219971
366.777300,0.713867,0.167969,9.819336,2.765137,3.963867,-10.045166
366.786621,0.454102,-0.042969,9.765625,2.327637,4.121338,-9.966309
366.795941,0.513672,0.072266,9.753906,2.012695,4.191406,-9.940186
366.805262,0.348633,-0.170898,9.802734,1.531250,4.410156,-9.896240
366.814582,0.460938,-0.186523,9.871094,1.076416,4.436279,-10.114990
366.823902,0.725586,-0.308594,9.604492,0.962646,4.567627,-10.211426
366.833223,0.688477,-0.469727,9.726562,0.831299,4.864990,-10.412598
366.842543,0.785156,-0.538086,9.462891,0.848877,4.864990,-10.788818
366.851864,0.675781,-0.872070,9.410156,0.988770,5.040039,-10.963867
366.861184,0.648438,-0.629883,9.204102,1.513916,5.276367,-11.278809
366.870505,0.439453,-0.521484,9.313477,1.933838,5.626465,-11.550049
366.879825,0.139648,-0.298828,9.983398,2.205078,5.923828,-11.663818
366.889145,0.431641,0.031250,10.105469,2.275146,5.783936,-11.698730
366.898466,0.162109,-0.085938,10.341797,1.995117,5.766357,-11.917480
366.907786,0.166992,-0.013672,10.432617,1.365234,5.460205,-12.153809
366.917107,0.233398,0.508789,10.500977,0.796387,5.136230,-11.935059
366.926427,-0.181641,0.628906,10.881836,-0.297363,4.970215,-11.672607
366.935748,0.182617,0.192383,10.458008,-1.373535,4.208740,-11.716309
366.945068,0.293945,0.082031,10.628906,-2.231201,3.955078,-11.637451
366.954388,0.404297,0.510742,10.454102,-2.861084,3.395020,-11.445068
366.963709,0.158203,0.333008,10.548828,-3.911133,2.948975,-11.252686
366.973029,0.183594,0.364258,10.623047,-4.637451,2.441406,-11.199951
366.982350,0.257812,0.266602,10.534180,-5.022461,1.916260,-10.806396
366.991670,0.221680,0.187500,10.733398,-5.416016,1.426270,-10.736328
367.000990,0.521484,0.026367,10.351562,-5.696045,0.831299,-10.718750
367.010311,0.278320,0.153320,10.341797,-5.608643,0.490234,-10.561279
367.019631,0.347656,0.013672,10.103516,-5.564941,0.122559,-10.447510
367.028952,0.278320,-0.086914,10.213867,-5.433594,-0.034912,-10.342529
367.038272,0.425781,-0.287109,10.124023,-5.197266,-0.262451,-10.351318
367.047593,0.666016,-0.398438,9.943359,-4.934814,-0.507324,-10.430176
367.056913,0.317383,-0.426758,10.078125,-4.611084,-0.454834,-10.508789
367.066233,0.665039,-0.444336,9.637695,-4.339844,-0.787354,-10.578857
367.075554,0.745117,-0.751953,9.653320,-4.322266,-0.813721,-10.692627
367.084874,0.551758,-0.835938,9.667969,-4.191162,-0.691162,-10.780029
367.094195,0.740234,-0.676758,9.467773,-4.129883,-0.848633,-10.911377
367.103515,0.657227,-1.004883,9.418945,-4.208496,-0.831055,-11.103760
367.112836,0.754883,-0.958984,9.189453,-4.033691,-0.796143,-11.270020
367.122156,0.862305,-0.934570,8.959961,-4.094971,-0.673584,-11.270020
367.131476,0.808594,-0.716797,8.664062,-4.479980,-0.454834,-11.506348
367.140797,0.831055,-0.522461,8.738281,-4.934814,-0.192383,-11.479980
367.150117,0.545898,-0.703125,8.731445,-5.206055,0.192627,-11.453857
367.159438,0.474609,-0.570312,9.730469,-5.101074,0.533936,-11.602539
367.168758,0.566406,-0.725586,9.886719,-4.558594,0.498779,-11.208740
367.178079,0.315430,-1.173828,9.879883,-3.648682,0.507568,-10.998779
367.187399,0.565430,-1.221680,9.978516,-2.729980,0.498779,-10.937500
367.196719,0.367188,-1.159180,10.137695,-1.644775,0.455078,-10.709961
367.206040,0.436523,-1.519531,9.971680,-0.866211,0.288818,-10.701416
367.215360,0.291016,-0.955078,9.911133,0.096436,0.131348,-10.683838
367.224681,0.400391,-1.512695,10.119141,0.787598,0.087646,-10.185059
367.234001,0.349609,-1.691406,9.926758,1.365234,-0.069824,-10.386230
367.243321,0.349609,-1.743164,9.869141,2.205078,-0.244873,-10.333740
367.252642,0.333984,-1.725586,9.944336,2.800049,-0.297363,-10.219971
367.261962,0.484375,-1.625000,9.750000,3.237549,-0.656006,-10.430176
367.271283,0.268555,-1.875977,9.938477,3.596436,-0.743652,-10.272461
367.280603,0.532227,-1.744141,9.869141,4.086426,-1.023682,-10.351318
367.289924,0.454102,-1.688477,9.840820,4.462646,-1.154785,-10.517578
367.299244,0.386719,-1.812500,9.844727,4.733887,-1.452393,-10.578857
367.308564,0.876953,-1.540039,9.631836,5.013916,-1.793701,-10.797607
367.317885,0.491211,-0.937500,10.006836,5.337646,-1.741211,-11.033936
367.327205,-0.112305,-0.947266,10.125977,4.864990,-1.749756,-11.366211
367.336526,-0.166016,-0.910156,9.890625,4.103760,-1.846191,-11.987549
367.345846,0.330078,-0.335938,9.807617,3.955078,-1.531006,-12.241211
367.355167,0.564453,0.327148,10.628906,3.167725,-0.988525,-12.906250
367.364487,1.113281,0.460938,10.229492,1.890137,-1.032471,-13.501221
367.373807,0.682617,0.437500,10.114258,0.805176,-0.472412,-13.203857
367.383128,0.814453,0.773438,9.792969,-0.183594,-0.201172,-13.229980
367.392448,0.788086,0.915039,10.072266,-0.936035,0.376465,-13.396240
367.401769,0.737305,0.778320,10.040039,-1.356201,0.463867,-13.422607
367.411089,1.344727,0.985352,9.605469,-1.286133,0.315186,-13.177490
367.420410,0.768555,1.360352,10.083984,-1.566162,0.752686,-13.151367
367.429730,0.770508,0.750000,9.797852,-2.169922,0.376465,-12.731201
367.439050,0.949219,0.910156,9.654297,-2.038574,0.175049,-12.276367
367.448371,0.799805,1.116211,9.832031,-2.204834,0.166260,-12.127686
367.457691,0.850586,0.495117,9.935547,-2.712402,-0.236084,-12.180176
367.467012,0.947266,0.452148,9.646484,-2.808594,-0.734863,-11.760010
367.476332,0.903320,0.389648,9.736328,-2.895996,-0.997314,-11.156250
367.485652,0.702148,0.321289,9.530273,-3.386230,-1.399902,-11.410156
367.494973,0.931641,-0.496094,9.593750,-3.613525,-1.889893,-11.086426
367.504293,0.959961,-0.295898,9.730469,-3.709961,-2.196045,-10.911377
367.513614,0.677734,-0.755859,9.734375,-3.849854,-2.397461,-10.823730
367.522934,0.831055,-0.729492,9.623047,-3.823730,-2.834961,-10.920166
367.532255,0.784180,-0.939453,9.417969,-3.919922,-3.018555,-10.920166
367.541575,0.999023,-1.133789,9.652344,-4.147461,-3.184814,-10.946289
367.550895,0.899414,-1.365234,9.753906,-4.103516,-3.342285,-11.051270
367.560216,0.559570,-1.433594,9.738281,-3.709961,-3.403564,-11.313721
367.569536,0.501953,-1.438477,9.823242,-3.079834,-3.359863,-11.646240
367.578857,0.158203,-1.650391,9.871094,-2.257324,-3.062256,-11.523926
367.588177,0.674805,-1.708984,9.853516,-1.408691,-2.983643,-11.401367
367.597498,0.277344,-2.039062,10.098633,-0.489990,-2.528564,-11.322510
367.606818,0.643555,-1.884766,9.758789,0.568848,-2.397461,-11.497559
367.616138,1.078125,-2.563477,9.811523,1.575195,-1.916016,-11.690186
367.625459,1.055664,-2.384766,10.120117,2.843750,-1.224854,-11.978760
367.634779,0.777344,-2.065430,9.881836,4.042725,-0.918701,-12.022461
367.644100,0.705078,-1.756836,9.477539,4.812500,-0.594971,-12.092529
367.653420,1.125977,-1.532227,9.320312,4.742676,-0.472412,-12.346436
367.662741,1.075195,-1.943359,9.938477,4.567627,-0.087402,-12.022461
367.672061,0.948242,-1.154297,9.666992,4.830078,-0.061035,-11.943848
367.681381,0.821289,-1.010742,9.461914,4.620117,-0.192383,-12.013916
367.690702,0.702148,-1.095703,9.821289,4.226318,-0.096191,-12.188721
367.700022,1.063477,-0.929688,9.817383,4.226318,-0.358643,-11.786377
367.709343,0.872070,-0.481445,10.045898,4.191406,-0.446045,-11.637451
367.718663,1.041992,-0.281250,9.836914,3.989990,-0.761230,-11.891357
367.727983,0.926758,-0.507812,9.897461,3.850098,-0.883545,-11.812500
367.737304,1.041992,-0.039062,9.727539,3.928955,-1.058594,-11.742676
367.746624,1.016602,-0.084961,9.838867,3.911377,-1.303711,-11.733887
367.755945,0.937500,0.061523,9.848633,3.972656,-1.583740,-11.917480
367.765265,1.027344,0.007812,9.760742,4.138916,-1.784912,-11.864990
367.774586,1.132812,0.162109,9.718750,4.130127,-1.942383,-12.074951
367.783906,1.204102,0.050781,9.583008,4.086426,-2.099854,-12.136230
367.793226,1.219727,0.214844,9.414062,3.981445,-2.257324,-12.232666
367.802547,1.225586,0.164062,9.394531,3.788818,-2.266113,-12.416260
367.811867,1.192383,0.172852,9.465820,3.403809,-2.292480,-12.565186
367.821188,1.127930,0.200195,9.449219,2.975098,-2.231201,-12.678711
367.830508,1.315430,0.290039,9.323242,2.432617,-2.187256,-12.818848
367.839829,1.116211,0.041992,9.468750,1.872559,-2.082275,-12.985107
367.849149,1.278320,0.293945,9.324219,1.303955,-2.257324,-13.160156
367.858469,1.126953,0.126953,9.538086,0.726318,-2.099854,-13.116211
367.867790,1.187500,0.157227,9.500000,0.043945,-2.117432,-13.317627
367.877110,1.235352,0.103516,9.557617,-0.507324,-2.091064,-13.186279
367.886431,1.234375,0.099609,9.609375,-1.084961,-2.099854,-13.229980
367.895751,1.272461,0.073242,9.600586,-1.557373,-2.091064,-13.317627
367.905072,1.190430,0.013672,9.606445,-1.889893,-2.038574,-13.221436
367.914392,1.250977,0.006836,9.617188,-2.143555,-1.986084,-13.195068
367.923712,1.189453,-0.024414,9.819336,-2.441162,-1.898682,-13.177490
367.933033,1.319336,-0.130859,9.725586,-2.712402,-1.854980,-13.046387
367.942353,1.166016,-0.200195,9.680664,-2.729980,-1.784912,-12.985107
367.951674,1.217773,-0.147461,9.737305,-2.703613,-1.706055,-12.844971
367.960994,1.255859,-0.401367,9.663086,-2.694824,-1.697266,-12.810059
367.970314,1.171875,-0.380859,9.823242,-2.441162,-1.574951,-12.748779
367.979635,1.240234,-0.579102,9.632812,-2.309814,-1.679932,-12.635010
367.988955,1.223633,-0.789062,9.589844,-2.003662,-1.644775,-12.565186
367.998276,1.329102,-0.880859,9.489258,-1.461182,-1.776123,-12.425049
368.007596,1.616211,-0.877930,9.431641,-0.822266,-2.064941,-12.188721
368.016917,0.700195,-1.024414,9.822266,-0.271240,-2.126221,-12.074951
368.026237,1.125977,-0.866211,9.556641,-0.069824,-2.581055,-12.083740
368.035557,0.737305,-0.830078,10.179688,-0.148682,-2.134766,-12.162598
368.044878,1.094727,-0.577148,10.438477,-0.769775,-1.977295,-12.398926
368.054198,1.322266,-0.624023,10.129883,-1.417480,-1.881104,-12.521240
368.063519,0.829102,-0.455078,10.471680,-2.038574,-1.347412,-12.766357
368.072839,1.009766,-0.549805,10.018555,-2.633545,-1.224854,-12.827637
368.082160,0.809570,-0.701172,10.385742,-3.106201,-0.699951,-13.063721
368.091480,1.229492,-0.396484,10.357422,-3.246094,-0.542480,-13.422607
368.100800,1.155273,-0.248047,10.369141,-3.683594,-0.183594,-13.693848
368.110121,1.166992,-0.324219,10.020508,-4.042480,0.113770,-13.790039
368.119441,1.256836,-0.051758,9.830078,-4.199951,0.280029,-13.886230
368.128762,1.513672,0.232422,9.785156,-4.532471,0.315186,-14.131348
368.138082,1.331055,0.104492,9.969727,-5.144775,0.376465,-14.297607
368.147403,0.871094,0.114258,9.961914,-5.416016,0.262695,-14.385010
368.156723,0.850586,0.497070,9.945312,-5.223633,0.323975,-14.201416
368.166043,1.012695,0.177734,10.390625,-5.381104,0.568848,-14.332520
368.175364,1.601562,-0.661133,10.518555,-5.135986,0.752686,-14.096191
368.184684,0.961914,-0.181641,10.485352,-3.701172,1.190186,-13.798828
368.194005,1.022461,-0.039062,9.877930,-3.149902,1.207520,-13.877441
368.203325,0.972656,-0.766602,10.136719,-2.904785,1.723877,-13.737549
368.212646,0.874023,-0.543945,10.683594,-2.362305,2.266357,-13.334961
368.221966,1.232422,-0.550781,10.237305,-1.959961,2.222656,-12.801270
368.231286,0.660156,-0.863281,10.384766,-1.784912,2.695068,-12.836426
368.240607,1.133789,-0.924805,9.919922,-1.653564,2.730225,-12.643799
368.249927,0.763672,-1.106445,10.236328,-1.601074,3.123779,-12.302490
368.259248,1.004883,-1.231445,10.206055,-1.539795,3.053955,-11.943848
368.268568,0.820312,-1.067383,10.306641,-1.487305,3.202637,-11.978760
368.277888,0.772461,-1.255859,10.270508,-1.662354,3.307617,-11.812500
368.287209,1.049805,-1.459961,9.902344,-1.758545,3.272705,-11.733887
368.296529,0.799805,-1.139648,10.074219,-1.496094,3.307617,-11.681396
368.305850,0.794922,-1.361328,9.945312,-1.504883,3.123779,-11.690186
368.315170,0.869141,-1.360352,9.776367,-1.259766,3.010010,-11.821289
368.324491,0.640625,-1.244141,10.013672,-0.883545,2.940186,-11.733887
368.333811,0.855469,-1.117188,9.680664,-0.629883,2.616455,-11.908936
368.343131,0.704102,-1.131836,9.796875,-0.166016,2.520020,-12.110107
368.352452,0.879883,-0.990234,9.657227,0.192627,2.301270,-12.171387
368.361772,0.748047,-0.849609,9.648438,0.621338,2.065186,-12.363770
368.371093,0.874023,-0.871094,9.656250,1.032715,1.802734,-12.547607
368.380413,0.876953,-0.718750,9.580078,1.417725,1.645020,-12.661377
368.389734,0.810547,-0.670898,9.770508,1.680176,1.566406,-12.739990
368.399054,1.017578,-0.566406,9.425781,2.003906,1.207520,-12.871338
368.408374,0.777344,-0.499023,9.660156,2.231445,1.207520,-12.801270
368.417695,1.010742,-0.426758,9.495117,2.310059,0.883789,-12.941406
368.427015,0.885742,-0.475586,9.636719,2.388916,0.866455,-12.915039
368.436336,0.861328,-0.306641,9.689453,2.458740,0.726318,-12.871338
368.445656,0.884766,-0.266602,9.431641,2.485107,0.595215,-12.766357
368.454977,0.868164,-0.398438,9.521484,2.318848,0.665039,-12.670166
368.464297,0.984375,-0.135742,9.522461,2.213867,0.682617,-12.530029
368.473617,0.814453,-0.165039,9.702148,2.047607,0.770020,-12.363770
368.482938,0.852539,-0.035156,9.695312,1.758789,0.726318,-12.337646
368.492258,0.940430,-0.252930,9.625977,1.487549,0.910156,-12.110107
368.501579,0.980469,0.007812,9.811523,1.373779,1.128906,-12.057617
368.510899,1.052734,-0.165039,9.679688,1.085205,1.251465,-11.821289
368.520219,0.940430,0.004883,9.646484,0.875000,1.443848,-11.760010
368.529540,0.941406,0.125000,9.649414,0.691406,1.496338,-11.681396
368.538860,1.134766,-0.054688,9.614258,0.420166,1.548828,-11.637451
368.548181,1.034180,0.098633,9.524414,0.332520,1.723877,-11.611328
368.557501,1.134766,0.179688,9.474609,0.122559,1.671387,-11.410156
368.566822,0.881836,0.181641,9.482422,-0.026123,1.828857,-11.445068
368.576142,1.034180,0.258789,9.393555,-0.034912,1.855225,-11.331299
368.585462,1.070312,0.198242,9.451172,-0.061035,1.863770,-11.077637
368.594783,1.044922,0.071289,9.584961,-0.131104,1.916260,-11.077637
368.604103,1.089844,0.133789,9.470703,0.105225,1.898926,-11.060059
368.613424,0.809570,0.126953,9.577148,0.210205,1.986328,-10.972656
368.622744,1.058594,0.107422,9.606445,0.192627,1.881348,-10.928711
368.632065,1.007812,0.142578,9.630859,0.481445,2.030029,-10.701416
368.641385,0.803711,0.104492,9.957031,0.691406,2.073975,-10.578857
368.650705,1.018555,-0.110352,9.584961,0.630127,1.855225,-10.561279
368.660026,0.767578,-0.041016,9.958984,0.796387,2.213867,-10.421387
368.669346,1.032227,0.061523,9.774414,0.805176,2.178955,-10.237549
368.678667,0.884766,0.037109,10.006836,0.682617,2.283936,-10.158936
368.687987,0.857422,0.035156,9.884766,0.603760,2.152588,-10.053711
368.697308,1.010742,-0.117188,9.680664,0.227539,2.117676,-9.887695
368.706628,0.904297,0.024414,9.892578,0.122559,2.275146,-9.817627
368.715948,1.042969,0.098633,9.771484,-0.166016,2.038818,-9.712646
368.725269,0.810547,0.085938,9.749023,-0.446045,1.968750,-9.616211
368.734589,0.820312,0.135742,9.731445,-0.726074,1.837646,-9.467529
368.743910,0.999023,0.150391,9.678711,-0.848633,1.671387,-9.310059
368.753230,1.018555,0.034180,9.890625,-0.936035,1.618896,-9.222656
368.762550,0.958008,0.018555,9.679688,-0.953613,1.461426,-9.047607
368.771871,0.884766,0.268555,9.672852,-0.769775,1.452637,-8.916260
368.781191,0.787109,0.046875,9.773438,-0.848633,1.478760,-8.854980
368.790512,1.169922,0.211914,9.685547,-0.682373,1.251465,-8.741455
368.799832,0.818359,0.126953,9.865234,-0.594971,1.338867,-8.505127
368.809153,1.031250,0.261719,9.656250,-0.559814,1.102539,-8.566406
368.818473,1.037109,-0.048828,9.726562,-0.498535,1.093750,-8.347656
368.827793,0.874023,0.073242,9.728516,-0.271240,1.058838,-8.347656
368.837114,1.103516,0.065430,9.588867,-0.166016,0.901367,-8.163818
368.846434,0.835938,0.060547,9.718750,-0.034912,1.067627,-8.093750
368.855755,1.117188,0.134766,9.625000,0.061279,0.971436,-8.006348
368.865075,1.113281,-0.080078,9.575195,-0.008545,1.111328,-7.875000
368.874396,1.017578,0.054688,9.608398,0.113770,1.111328,-7.822510
368.883716,0.956055,0.040039,9.399414,0.227539,1.172607,-7.621338
368.893036,0.887695,-0.067383,9.810547,0.052734,1.373779,-7.656250
368.902357,1.261719,-0.039062,9.472656,0.061279,1.260010,-7.481445
368.911677,0.932617,0.153320,9.652344,-0.034912,1.496338,-7.411377
368.920998,1.070312,0.002930,9.535156,-0.166016,1.408936,-7.507568
368.930318,0.888672,-0.047852,9.631836,-0.157471,1.592529,-7.367676
368.939639,1.051758,0.156250,9.596680,-0.192383,1.575195,-7.262695
368.948959,0.962891,-0.044922,9.759766,-0.323730,1.618896,-7.253906
368.958279,0.840820,-0.106445,9.741211,-0.209961,1.662598,-7.104980
368.967600,1.054688,0.110352,9.770508,0.070068,1.706299,-6.991455
368.976920,0.904297,0.079102,9.938477,0.166260,1.872559,-6.947510
368.986241,1.062500,0.088867,9.744141,0.070068,1.785156,-6.895020
368.995561,0.892578,0.077148,9.784180,0.201416,1.942627,-6.755127
369.004881,0.781250,0.205078,9.974609,0.271484,2.056396,-6.798828
369.014202,1.034180,0.078125,9.859375,0.148926,2.030029,-6.737549
369.023522,0.999023,0.357422,9.887695,0.271484,2.143799,-6.667480
369.032843,1.054688,0.285156,9.827148,0.192627,2.073975,-6.413818
369.042163,0.873047,0.243164,9.801758,0.148926,2.178955,-6.501465
369.051484,1.012695,0.012695,9.760742,0.166260,2.170166,-6.317627
369.060804,1.023438,0.213867,9.654297,0.323975,2.205078,-6.221436
369.070124,0.972656,0.453125,9.822266,0.201416,2.205078,-6.273926
369.079445,0.790039,0.087891,9.747070,0.070068,2.135010,-6.090088
369.088765,0.841797,0.392578,9.860352,0.245117,2.073975,-6.002686
369.098086,0.896484,0.158203,9.959961,0.008789,2.047607,-5.897705
369.107406,0.871094,0.222656,10.092773,-0.201172,2.030029,-5.888916
369.116727,1.009766,0.170898,9.826172,-0.192383,1.837646,-5.713867
369.126047,0.730469,0.401367,9.908203,-0.332275,1.951416,-5.705078
369.135367,0.947266,0.130859,9.768555,-0.551025,1.767578,-5.600098
369.144688,0.915039,0.198242,9.813477,-0.489990,1.863770,-5.503906
369.154008,0.993164,0.116211,9.741211,-0.647461,1.855225,-5.407715
369.163329,0.993164,-0.017578,9.765625,-0.664795,1.898926,-5.600098
369.172649,0.877930,0.118164,9.827148,-0.594971,2.012695,-5.398926
369.181970,0.911133,0.103516,9.688477,-0.647461,2.030029,-5.337646
369.191290,0.935547,0.087891,9.685547,-0.647461,2.222656,-5.407715
