timestamp_s,roll,pitch,yaw
406.299787,2.807770,-0.982770,52.053910
406.499787,2.530350,-1.025440,45.829500
406.699787,2.977410,-0.940970,39.370020
406.899787,3.094910,-0.915460,32.649500
407.099787,3.207160,-0.917670,25.716860
407.299787,3.132130,-0.778530,18.620290
407.499787,3.167880,-0.677260,11.393490
407.699787,3.253710,-0.509250,4.304960
407.899786,3.116610,-0.418350,357.267030
408.099786,3.045980,-0.335350,350.365750
408.299786,3.235540,-0.233230,343.525250
408.499786,3.208260,-0.111490,336.694680
408.699786,3.137290,0.048310,329.867740
408.899786,3.075620,0.309230,323.012880
409.099786,3.049080,0.496180,316.048680
409.299786,2.867910,0.388080,309.118570
409.499786,2.761590,0.430510,302.174130
409.699786,2.653600,0.471920,295.171380
409.899785,2.544150,0.255410,288.192770
410.099785,2.383390,0.173910,281.166720
410.299785,2.367080,-0.065650,274.089500
410.499785,2.227820,-0.203230,267.018350
410.699785,2.211960,-0.362690,259.834340
410.899785,2.297970,-0.534940,252.592410
411.099785,2.309010,-0.499630,245.253810
411.299785,2.037070,-0.386410,237.907810
411.499785,1.828170,-0.483810,230.468040
411.699785,1.730260,-0.368510,223.187980
411.899784,1.361490,-0.438270,216.659710
412.099784,1.091480,-0.673400,210.843120
412.299784,0.979560,-0.870120,205.594220
412.499784,0.931410,-0.974820,200.911880
412.699784,0.836190,-1.081840,196.803860
412.899784,0.761970,-1.137420,193.112400
413.099784,0.613370,-1.145710,189.838200
413.299784,0.651410,-1.277090,186.957510
413.499784,0.320370,-1.301070,184.452800
413.699783,0.301350,-1.358580,182.548990
413.899783,0.352070,-1.323320,181.214440
414.099783,0.103270,-1.255140,180.294620
414.299783,0.354980,-1.098720,179.997070
414.499783,0.202460,-0.951070,180.054240
414.699783,0.323990,-0.906140,180.771850
414.899783,0.199180,-0.846730,181.835500
415.099783,0.127260,-0.813120,183.518980
415.299783,0.153180,-0.724780,185.932380
415.499783,0.145160,-0.694100,188.921670
415.699782,0.236190,-0.560880,192.459480
415.899782,0.133120,-0.521120,196.457280
416.099782,0.159050,-0.536140,201.050950
416.299782,0.132510,-0.494220,206.072730
416.499782,0.131320,-0.415940,211.603390
416.699782,0.043080,-0.446310,217.702500
416.899782,-0.031000,-0.403570,224.179910
417.099782,0.159670,-0.344390,230.649580
417.299782,0.557330,-0.387440,236.999950
417.499781,0.571210,-0.215040,243.264020
417.699781,0.438820,-0.164190,249.497540
417.899781,0.117080,-0.287840,255.744810
418.099781,0.324670,0.000920,261.893420
418.299781,0.196820,0.145550,268.136290
418.499781,0.036700,0.198520,274.275120
418.699781,-0.017370,0.567360,280.464350
418.899781,-0.178620,0.487960,286.550390
419.099781,-0.114700,0.512920,292.600430
419.299781,-0.014910,0.486910,298.639940
419.499780,-0.175730,0.374880,304.628890
419.699780,-0.068440,0.525630,310.580370
419.899780,-0.200030,0.715260,316.551610
420.099780,-0.017090,0.658380,322.566930
420.299780,0.060770,0.464650,328.650850
420.499780,0.421790,0.394560,334.629600
420.699780,0.330960,0.473060,340.611380
420.899780,0.375290,0.173090,346.513120
421.099780,0.188970,0.251530,352.530070
421.299780,0.084430,0.212050,358.664220
421.499779,0.009590,-0.137680,4.836740
421.699779,0.298010,-0.177290,11.104570
421.899779,0.462500,-0.170130,17.394920
422.099779,0.477630,-0.201190,23.852070
422.299779,0.637370,-0.128300,30.472910
422.499779,0.282880,-0.319740,37.078780
422.699779,0.715740,-0.301530,43.796510
422.899779,0.676150,-0.155730,50.595080
423.099779,0.711200,-0.151580,57.403690
423.299778,0.562380,-0.067350,63.558880
423.499778,1.209210,-0.144110,69.241380
423.699778,1.073790,-0.369770,74.234550
423.899778,0.928020,-0.581130,78.807230
424.099778,1.287420,-0.522880,82.870770
424.299778,1.155970,-0.593330,86.331510
424.499778,1.727130,-0.843970,89.001390
424.699778,1.880600,-0.856500,90.997720
424.899778,1.727270,-0.927430,92.471140
425.099778,1.950180,-1.119660,93.615580
425.299777,2.020140,-1.062010,94.667000
425.499777,2.032710,-1.255150,95.613340
425.699777,1.968960,-1.391490,96.493550
425.899777,2.188930,-1.344930,97.169730
426.099777,1.777910,-1.306060,97.751450
426.299777,1.921460,-1.229850,97.961610
